번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"12138","꼬들꼬들 마법의 세계 음식책:교과서 속 세계 음식 문화 이야기","이향안 글;김미정 그림","조선에듀케이션","2012","9788993499520","","7","","381.75","1","2","2014-02-11",
"12139","(꺼지지 않는 사랑의 등불) 김수환 추기경","김윤정 글;허구 그림","청어람미디어","2010","9788992492799","","7","","998.23","1","0","2014-02-11",
"12140","꺼벙이 억수와 방울 소리","윤수천 글;원유미 그림","좋은책신사고 좋은책어린이","2012","9788928302932","","7","31","813.808","1","6","2014-02-11",
"12141","꺼벙이 억수와 꿈을 실은 비행기","윤수천 글;원유미 그림","좋은책신사고 좋은책어린이","2012","9788928302598","","7","27","813.808","1","7","2014-02-11",
"12142","꺼벙이 억수랑 아나바다","윤수천 글;원유미 그림","좋은책신사고 좋은책어린이","2012","9788959779338","","7","22","813.808","1","4","2014-02-11",
"12143","깜장 우산=Black umbrella","김영희 글;이영경 그림","나한기획","2012","9788996787860","","7","","813.8","1","1","2014-02-11",
"12144","깜깜한 밤은 싫어!","질 톰린슨 글;김문주 그림;강성순 옮김","한림출판사","2010","9788970945996","","7","","843","1","2","2014-02-11",
"12145","까만 코다","이루리 글;엠마누엘레 베르토시 그림","북극곰","2012","9788997728022","","7","","813.8","1","6","2014-02-11",
"12146","김칫국 마신 외계인","김진완 글;박희경 그림","좋은책신사고 좋은책어린이","2011","9788959777105","","7","23","813.808","1","4","2014-02-11",
"12147","김치 더 주세요","백명식 글.그림","꿈소담이","2012","9788956898018","","6","","594.51","1","9","2014-02-11",
"12148","김밥은 왜 김밥이 되었을까？","채인선 글;최은주 그림","한림출판사","2011","9788970945927","","7","","813.8","1","12","2014-02-11",
"12149","길을 찾는 아이들:초등학생들이 만든 제주 곽금올레","박채란 글;손희영 그림","샘터사","2012","9788946416826","","7","","813.8","1","0","2014-02-11",
"12150","길 따라 세계사","히로시 후지노 글;오근영 옮김;주혜주 그림","미래엔","2012","9788937885464","","7","","909","1","1","2014-02-11",
"12151","기분을 말해 봐!","앤서니 브라운 글·그림;홍연미 옮김","웅진씽크빅","2011","9788901121390","","7","","181.7","1","16","2014-02-11",
"12152","기발한 발명책","글쓴이: 트레이시 터너;리처드 혼 ;그린이: 리처드 혼 ;옮긴이: 정범진;정수연","웅진씽크빅","2013","9788901113463","","7","","507.5","1","1","2014-02-11",
"12153","기똥찬 생물학","글렌 머피 글;마이크 필립스 그림;박우정 옮김","예림당","2012","9788930210638","","7","","472.5","1","0","2014-02-11",
"12154","기똥찬사우루스가 나타났다","김해등 지음;이시정 그림","학산문화사","2012","9788925893938","","7","","813.8","1","3","2014-02-11",
"12155","긍정의 씨앗","김현태 글;조민정 그림","랜덤하우스코리아","2012","9788925532103","","7","","192.5","1","7","2014-02-11",
"12156","금요일의 영웅","다니엘르 시마르 글·그림;이정주 옮김","개암나무","2012","9788992844857","","7","","863","1","0","2014-02-11",
"12157","금요일에 만난 개, 프라이데이","힐러리 매케이 글;오승민 그림;햇살과나무꾼 옮김","시공사","2012","9788952756770","","7","259","808.9","1","3","2014-02-11",
"12158","금두껍의 첫 수업","김기정 지음;허구 그림","창비","2011","9788936442545","","7","254","808.9","1","1","2014-02-11",
"12159","금도끼 은도끼","이상미 글;박지훈 그림","예림아이","2012","9788965671756","","6","3","388.311","2","11","2014-02-11",
"12160","글로벌 리더가 되고 싶어","이재윤;이주한 [공]글;이태수 그림","명진출판","2008","9788976776037","9788976776044","","2","818","1","10","2014-02-11",
"12161","글로벌 리더가 되고 싶어","이재윤;이주한 [공]글;이태수 그림","명진출판","2008","9788976776020","9788976776044","7","1","818","1","11","2014-02-11",
"12162","그만하길 다행이야!","제임스 스티븐슨 지음;신형건 옮김","푸른책들","2012","9788961702010","","7","11","370.88","1","0","2014-02-11",
"12163","그림자놀이","이수지 지음","비룡소","2012","9788949112114","","7","209","808.9","1","7","2014-02-11",
"12164","그림 속 아이","안느 조나스 글;올리비에 라틱 그림;조현실 옮김","국민서관","2010","9788911029211","","7","115","808.9","1","2","2014-02-11",
"12165","(그림) 성경 100대 사건","지호진 글;이혁 그림","생각을담는집","2011","9788994981116","","0","2","233","1","2","2014-02-11",
"12166","(그림) 성경 100대 사건","지호진 글;이혁 그림","생각을담는집","2011","9788994981109","","0","1","233","1","1","2014-02-11",
"12167","(뽀글이 다이어리) 그러니까 사춘기다","유다 글;(주) 형설이엠제이 그림","형설아이","2012","9788961427593","","7","","816.7","1","6","2014-02-11",
"12168","그래프 놀이","로렌 리디 글.그림;천정애 옮김","미래M&B","2013","9788983943118","","7","14","034","1","5","2014-02-11",
"12169","그래도 엄마 아빠를 사랑해요","로버트 킴멜 스미스 지음;위문숙 옮김","내인생의책","2008","9788991813250","","7","18","808.9","1","1","2014-02-11",
"12170","그래도 내일은 희망","조앤 바우어 지음;정다이 그림;고은광순 옮김","김영사","2012","9788934928096","","7","","843","1","4","2014-02-11",
"12171","그래도 나는 누나가 좋아","강무홍 글;김이랑 그림","논장","2012","9788984141339","","7","64","808.9","1","5","2014-02-11",
"12172","그래도 괜찮아:안오일 청소년시집","안오일 지음","푸른책들","2011","9788957982532","","7","","811.6","1","2","2014-02-11",
"12173","그래, 질 될 거야!","정란희 글;최현묵 그림","위즈덤하우스","2012","9788962473346","","7","14","813.808","1","4","2014-02-11",
"12174","그래, 넌 할 수 있어","박명희 외 지음;이상호 외 그림","국일아이","2009","9788996108627","","7","","813.8","1","4","2014-02-11",
"12175","그건 내 모자야:꼬마 눈사람 스탄의 두 번째 이야기","히도 반 헤네흐텐 글.그림;황재연 옮김","현북스","2012","9788997175369","","7","18","808.9","1","5","2014-02-11",
"12176","그 집 이야기","존 패트릭 루이스 글;로베르토 인노첸티 그림;백계문 옮김","사계절출판사","2011","9788958284093","","7","24","808.9","1","4","2014-02-11",
"12177","그 누구보다 특별한 나","노라 롤리 배스킨 지음;구계원 옮김","개암나무","2011","9788992844390","","7","","843","1","2","2014-02-11",
"12178","그 길에 세발이가 있었지","야마모토 겐조 글;이세 히데코 그림;길지연 옮김","봄봄출판사","2012","9788991742284","","7","23","808.9","1","1","2014-02-11",
"12179","귀신새 우는 밤","오시은 글;오윤화 그림","문학동네","2013","9788954606509","","7","","813.8","1","4","2014-02-11",
"12180","귀신 씻나락 까먹는 이야기","유다정 글;김태헌 그림","이퍼블릭","2010","9788962241204","","7","3","380.911","1","2","2014-02-11",
"12181","(귀신 단단이의) 동지 팥죽","김미혜 글;최현묵 그림","비룡소","2012","9788949101989","","7","3","386.511","1","6","2014-02-11",
"12182","귀 없는 토끼","클라우스 바움가르트 글;틸 슈바이거 그림;김영진 옮김","미래엔 컬처그룹","2012","9788937845734","","7","28","808.9","1","19","2014-02-11",
"12183","권터 아저씨에게 택배가 왔어요!","엘리자베트 슈타인켈너 글;미하엘 로어 그림;위정현 옮김","계수나무","2012","9788989654636","","7","","853","1","0","2014-02-11",
"12184","둥글둥글 지구촌 국제구호 이야기","이수한 글;유남영 그림","풀빛","2012","9788974746520","","7","","338.2","1","0","2014-02-11",
"12185","국어야 국어야 나 좀 도와줘","이붕 글;기진희 그림","삼성당","2012","9788914017390","","7","1","710","1","4","2014-02-11",
"12186","(만화와 이야기로 배우는) 국어 공부의 달인","이선희;강병학 [공]지음","행성비","2012","9788997132157","","6","","710","1","2","2014-02-11",
"12187","(초등학생을 위한) 국악의 모든 것","진회숙 글;백명식 그림","김영사","2012","9788934944683","","6","","679.09","1","0","2014-02-11",
"12188","국립중앙박물관에는 어떤 보물이 있을까？","이한상 글;오정택 그림","토토북","2012","9788964960073","","7","","911","1","3","2014-02-11",
"12189","국경일은 어떤 날일까요？","송윤섭 글;최현묵 그림","김영사","2012","9788934952268","","7","","386.911","1","11","2014-02-11",
"12190","구합니다!:완벽한 애완동물","피오나 로버튼 글·그림 ;천미나 옮김","책과콩나무","2012","9788994077062","","7","2","808.9","1","2","2014-02-11",
"12191","구운몽","김만중 지음;김대성 옮김;이영훈 그림","미래엔","2011","9788937849084","","7","67","808.9","1","9","2014-02-11",
"12192","구수한 이야기","박영만 글;이현미 그림","이퍼블릭","2012","9788962249477","","7","","388.311","1","1","2014-02-11",
"12193","(구본형 아저씨,) 착한 돈이 뭐예요?","구본형 [외] 글;서영경 그림","토토북","2011","9788990611888","","7","","320","1","0","2014-02-11",
"12194","(구름의 왕국) 알람사하바","윤지회 글·그림","보림출판사","2012","9788943307509","","7","","813.8","1","1","2014-02-11",
"12195","구름 박사님∼ 날씨 일기 쓰세요？","줄리 해너;조앤 홀럽 [공]지음;페이지 빌린-프라이 그림;이수영 옮김","봄나무","2013","9788992026741","","7","","453","1","2","2014-02-11",
"12196","구렁덩덩 신선비","김중철 엮음;유승하 그림","웅진씽크빅","2012","9788901089713","","7","","388.311","1","0","2014-02-11",
"12197","(교실 밖) 상식 놀이터","선대규 [외] 지음","학지사","2012","9788963308517","","4","","031","1","4","2014-02-11",
"12198","교과서에서 찾은 공부 잘하는 질문:1학년 국어·수학","우연정 지음;임규석 일러스트","부즈펌","2012","9788994545301","","6","","375.4","1","2","2014-02-11",
"12199","(3학년) 교과서 속 전래동화 쏙쏙 뽑아 읽기","세사람 글; 이명애 그림","풀빛","2012","9788974746599","","6","3","388.311","1","7","2014-02-11",
"12200","(2학년) 교과서 속 전래동화 쏙쏙 뽑아 읽기","세사람 글; 이명애 그림","풀빛","2012","9788974746582","","6","2","388.311","1","13","2014-02-11",
"12201","(1학년) 교과서 속 전래동화 쏙쏙 뽑아 읽기","세사람 글;이명애 그림","풀빛","2012","9788974746575","","6","1","388.311","1","13","2014-02-11",
"12202","(내가 정하고 탐구하고 발표하는) 교과서 속 자유탐구","이대형 글;여미경 그림","한울림","2012","9788991871786","","7","","375.44","1","0","2014-02-11",
"12203","괴짜 박사님의 이상한 벌 상담소:아이들은 왜 벌을 더 받고 싶어 난리일까?","프란체스카 사이먼 글;피트 윌리엄슨 그림;박명옥 옮김","예림당","2012","9788930210843","","7","","843","1","6","2014-02-11",
"12204","괴상한 녀석:남찬숙 장편동화","남찬숙 지음;한선금 그림","창작과 비평사","2012","9788936441890","","7","189","808.9","1","3","2014-02-11",
"12205","광합성 소년","존 레이놀즈 가디너 글;에스더 그림;천미나 옮김","책과콩나무","2012","9788994077079","","7","","843","1","2","2014-02-11",
"12206","관찰왕","김재헌 지음;김상인 그림","BM성안당","2012","9788931574463","","0","","181.5","1","1","2014-02-11",
"12207","관용·신뢰 한다는 것:다 이유가 있을 거에요","박혜원 글;송향란 그림","장수하늘소","2012","9788996280293","","7","","330","1","0","2014-02-11",
"12208","과학에 미친 발명가들","한아이 글;이기 그림","아테나","2011","9788991494824","","7","","404","1","1","2014-02-11",
"12209","(초등학교 때 꼭! 해야 할 재미있는) 과학실험 365","아니타 판 자안 글;도로시아 투스트 그림","계림북스","2012","9788953314795","","6","","407","1","7","2014-02-11",
"12210","(체험하고 즐기며 원리를 깨우치는) 과학박물관","국립과천과학관;권은아 [공]지음;국립과천과학관 사진;김은희 그림","행성비","2012","9788997132058","","7","","406.9","1","0","2014-02-11",
"12211","과자마녀를 조심해！","정희재 글;김영수 그림","책읽는곰","2012","9788993242256","","7","2","510.8","1","10","2014-02-11",
"12212","공주들의 반란","셀린 라무르 크로셰 글;리즈베트 르나르디 그림;글공작소 옮김","아름다운사람들","2011","9788965131410","","7","","863","1","7","2014-02-11",
"12213","공자 아저씨네 빵가게","김선희 글;강경수 그림","김영사","2012","9788934956082","","7","","813.8","1","4","2014-02-11",
"12214","공부가 되는 논어 이야기","공자 지음;글공작소 엮음","아름다운사람들","2012","9788965131205","","6","","148.3","1","4","2014-02-11",
"12215","(공룡 전사) 빈:티아맛 대륙의 전설","한상호 글;홍경님 그림","비룡소","2012","9788949171081","","7","","813.8","1","3","2014-02-11",
"12216","공기를 타고 달리는 소리","이재윤 글;우주로 그림","웅진씽크빅","2012","9788901118420","","7","7","408","1","0","2014-02-11",
"12217","곱셈놀이","로렌 리디 글.그림;천정애 옮김","미래M&B","2011","9788983942326","","7","5","034","1","6","2014-02-11",
